source,destination
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/analytics-with-ott/ott-experience-cloud.html,https://experienceleague.adobe.com/docs/media-analytics/using/media-use-cases/analytics-with-ott/ott-experience-cloud.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/cookbook/sdk-cookbook-overview.html,https://experienceleague.adobe.com/docs/media-analytics/using/media-use-cases/sdk-cookbook-overview.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/cookbook/app-interrupts.html,https://experienceleague.adobe.com/docs/media-analytics/using/media-use-cases/app-interrupts.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/cookbook/fix-ad-play-ad.html,https://experienceleague.adobe.com/docs/media-analytics/using/media-use-cases/fix-ad-play-ad.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/cookbook/resuming-inactive.html,https://experienceleague.adobe.com/docs/media-analytics/using/media-use-cases/resuming-inactive.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/cookbook/sdk-track-scenegraph.html,https://experienceleague.adobe.com/docs/media-analytics/using/media-use-cases/sdk-track-scenegraph.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/va-1x-to-2x/mig-1x-2x-overview.html,https://experienceleague.adobe.com/docs/media-analytics/using/legacy-implementations/mig-1x-2x-overview.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/va-1x-to-2x/code-comparison-1x-2x.html,https://experienceleague.adobe.com/docs/media-analytics/using/legacy-implementations/code-comparison-1x-2x.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/va-1x-to-2x/1x-2x-api-change.html,https://experienceleague.adobe.com/docs/media-analytics/using/legacy-implementations/1x-2x-api-change.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/sdk-to-launch/sdk-to-launch-migration.html,https://experienceleague.adobe.com/docs/media-analytics/using/legacy-implementations/sdk-to-launch/sdk-to-launch-migration.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/sdk-to-launch/sdk-to-launch-migration-platforms/sdk-to-launch-migration-android.html,https://experienceleague.adobe.com/docs/media-analytics/using/legacy-implementations/sdk-to-launch/sdk-to-launch-migration-android.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/sdk-to-launch/sdk-to-launch-migration-platforms/sdk-to-launch-migration-ios.html,https://experienceleague.adobe.com/docs/media-analytics/using/legacy-implementations/sdk-to-launch/sdk-to-launch-migration-ios.html
https://experienceleague.adobe.com/docs/media-analytics/using/sdk-implement/sdk-to-launch/sdk-to-launch-migration-platforms/sdk-to-launch-migration-js.html,https://experienceleague.adobe.com/docs/media-analytics/using/legacy-implementations/sdk-to-launch/sdk-to-launch-migration-js.html
https://experienceleague.adobe.com/docs/media-analytics/using/media-collection-api/mc-api-overview.html,https://experienceleague.adobe.com/docs/media-analytics/using/implementation/analytics-only/streaming-media-apis/mc-api-overview.html
https://experienceleague.adobe.com/docs/media-analytics/using/media-collection-api/mc-api-ref/mc-api-sessions-req.html,https://experienceleague.adobe.com/docs/media-analytics/using/implementation/streaming-media-apis/mc-api-sessions-req.html
https://experienceleague.adobe.com/docs/media-analytics/using/media-collection-api/mc-api-ref/mc-api-events-req.html,https://experienceleague.adobe.com/docs/media-analytics/using/implementation/streaming-media-apis/mc-api-events-req.html
https://experienceleague.adobe.com/docs/media-analytics/using/media-collection-api/mc-api-ref/mc-api-req-params.html,https://experienceleague.adobe.com/docs/media-analytics/using/implementation/streaming-media-apis/mc-api-req-params.html
https://experienceleague.adobe.com/docs/media-analytics/using/media-collection-api/mc-api-ref/mc-api-event-types.html,https://experienceleague.adobe.com/docs/media-analytics/using/implementation/streaming-media-apis/mc-api-event-types.html
https://experienceleague.adobe.com/docs/media-analytics/using/media-collection-api/mc-api-ref/mc-api-json-validation.html,https://experienceleague.adobe.com/docs/media-analytics/using/implementation/streaming-media-apis/mc-api-impl/mc-api-json-validation.html
https://experienceleague.adobe.com/docs/media-analytics/using/media-collection-api/mc-api-impl/mc-api-quick-start.html,https://experienceleague.adobe.com/docs/media-analytics/using/implementation/streaming-media-apis/mc-api-quick-start.html
https://experienceleague.adobe.com/docs/media-analytics/using/media-collection-api/mc-api-impl/mc-api-set-http-req.html,https://experienceleague.adobe.com/docs/media-analytics/using/implementation/streaming-media-apis/mc-api-impl/mc-api-set-http-req.html
